cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
49,407774.03,277171.78,161911.0,46013.01,0.0,23.0,9.0,17729.3057,53.0,590885.0,613105.0,467356.84485840896,23,407774.03,2023-08
50,494749.01,274039.97,0.0,29885.71,0.0,22.0,8.0,22488.5914,63.0,673524.0,673524.0,580024.3563119377,23,494749.01,2023-09
51,,436473.3088594247,141382.45083333334,34997.1825,87.84333333333332,19.5,6.0,12245.388294368098,82.73068980957281,,,559488.0222868186,23,,
52,,444496.99889905367,139087.8542361111,35728.902708333335,95.1636111111111,19.625,6.083333333333333,13766.302355668502,83.35383688807818,,,582379.1205267999,23,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
49,394595.18,186313.28,0.0,27270.32,0.0,14.0,4.0,28185.37,44.0,664869.0,664869.0,219518.20988808735,24,394595.18,2023-08
50,352619.13,265797.02,529200.0,25847.47,0.0,13.0,4.0,27124.5485,47.0,456341.0,456341.0,235002.58232067968,24,352619.13,2023-09
51,,382423.5145624665,187415.465,43496.86916666667,19.551666666666666,14.833333333333334,6.166666666666667,10509.726671764894,80.12126986884441,,,497305.52373289905,24,,
52,,386194.60972890805,202838.00375,42584.90493055555,21.180972222222223,14.736111111111112,6.013888888888889,12143.36631056467,80.4658714039375,,,506121.7638353368,24,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,541361.38,209942.8,252000.0,51472.4,0.0,16.0,8.0,33835.0863,51.0,712081.0,712081.0,502451.71820379386,25,541361.38,2023-08
57,619788.41,260795.89,0.0,38271.5,0.0,16.0,7.0,38736.7756,47.0,691666.0,702040.0,493815.5060296638,25,619788.41,2023-09
58,,455817.6144127396,201000.0,32893.090000000004,91.43416666666667,16.583333333333332,7.75,13960.138331156806,85.62452421544346,,,672244.8626178894,25,,
59,,460249.93885421276,197750.0,34884.18166666667,11.665347222222223,16.46527777777778,7.729166666666667,15186.070100122075,86.04042173890227,,,681230.9589483953,25,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
46,60771.25,60577.92,182237.32,24386.5,0.0,11.0,5.0,5524.6591,7.0,42269.0,42769.0,-341422.95668964135,26,60771.25,2023-08
47,-28295.1,50038.75,0.0,17501.77,0.0,5.0,2.0,-5659.02,5.0,1733.1,13886.6,-650350.562592369,26,-28295.1,2023-09
48,,341858.2682288315,82171.41083333333,18816.170833333334,17.638333333333335,13.5,5.166666666666667,6201.93999397863,77.22017605688809,,,410684.9016397077,26,,
49,,348418.604323278,85201.91756944446,20365.018402777776,19.108194444444447,13.541666666666666,5.180555555555555,7586.708888243307,77.75094186324671,,,425513.6275510441,26,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,983527.89,767961.31,0.0,23903.7,0.0,28.0,10.0,35125.9961,98.0,1350851.26,1382176.26,1257407.7127283905,29,983527.89,2023-08
57,1104615.09,799541.67,0.0,0.0,0.0,28.0,11.0,39450.5389,98.0,1292712.9,1379053.9,1398767.6680435594,29,1104615.09,2023-09
58,,626615.2713655615,270600.3333333333,24689.423333333336,157.835,29.666666666666668,10.083333333333334,27678.138625466465,94.7107619843148,,,1097184.920579888,29,,
59,,630747.568392774,293150.3611111111,23107.549444444445,20.486250000000002,29.555555555555557,10.006944444444445,27546.62068499367,95.0955770227833,,,1092061.804166064,29,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,1316947.9,756450.69,0.0,0.0,0.0,25.0,9.0,52677.916,101.0,1659465.3,1737103.3,1454089.8808472392,30,1316947.9,2023-08
57,509304.95,968501.24,0.0,0.0,0.0,25.0,9.0,20372.198,136.0,1521368.43,1577101.43,1473446.4681264106,30,509304.95,2023-09
58,,577675.1339490864,303744.9608333334,5312.2,132.80166666666668,25.916666666666668,9.416666666666666,30459.37953879449,92.10776857336066,,,1079815.852080406,30,,
59,,583230.5733626011,314289.1009027778,5251.333333333333,17.64097222222222,25.909722222222225,9.368055555555555,29917.93191938752,92.57074270878371,,,1070993.3450667036,30,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,1260978.67,708795.29,194171.47,0.0,0.0,17.0,8.0,74175.2159,96.0,1391560.78,1421446.18,1567522.3340833648,31,1260978.67,2023-08
57,695583.59,765477.08,194171.47,8420.63,0.0,17.0,9.0,40916.6818,138.0,1434153.04,1457295.04,1653205.9941951025,31,695583.59,2023-09
58,,478627.794274379,167980.16416666665,2701.7191666666663,101.64999999999999,17.833333333333332,8.916666666666666,28430.955714788335,87.08926857742337,,,963415.232813582,31,,
59,,481843.17677309003,178843.51118055554,2510.1957638888885,13.022499999999999,17.65277777777778,8.82638888888889,28328.264533233178,87.4249044134695,,,955439.9194964694,31,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,701074.64,517686.26,355471.5,0.0,0.0,22.0,9.0,31867.0291,68.0,1092130.1,1155919.1,843503.2628682257,32,701074.64,2023-08
57,338317.69,467212.86,0.0,0.0,0.0,22.0,9.0,15378.0768,67.0,1003751.4,1052353.7,645217.4598055396,32,338317.69,2023-09
58,,528000.9031744892,211294.64416666667,4496.3475,117.22583333333334,22.25,8.5,16887.760345186307,89.39520294178527,,,842834.6036579905,32,,
59,,532947.0145084329,228902.53118055555,4871.043125,15.332152777777779,22.1875,8.458333333333334,17586.106997295974,89.83024847790517,,,846853.6146291561,32,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,-30828.0,385559.59,0.0,0.0,0.0,17.0,5.0,-1813.4118,42.0,262141.72,280463.72,-27032.83789422746,34,-30828.0,2023-08
57,22860.1,414985.25,301021.5,0.0,0.0,17.0,6.0,1344.7118,61.0,388004.5,444982.0,238862.56506402386,34,22860.1,2023-09
58,,433762.0985057775,147257.97916666666,1950.0,77.375,15.833333333333334,5.833333333333333,17159.61096077476,83.97649820840876,,,623706.212367501,34,,
59,,440459.90156258404,150375.53993055556,2112.5,10.999583333333334,15.902777777777779,5.819444444444444,18016.49451943746,84.50586228779531,,,633146.3617598326,34,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,1210369.95,861795.72,459887.0,0.0,0.0,24.0,12.0,50432.0813,100.0,1493640.0,1493640.0,1600983.1449242914,35,1210369.95,2023-08
57,1195223.27,954556.52,0.0,26712.0,0.0,24.0,12.0,49800.9696,110.0,1386704.59,1387964.59,1679515.00507535,35,1195223.27,2023-09
58,,551273.0511461368,278509.5,7126.189166666667,112.62416666666667,22.666666666666668,11.166666666666666,24792.339783065956,91.32346727174739,,,1100652.5104692017,35,,
59,,558570.9090314648,279785.2916666667,7720.038263888889,15.201180555555558,22.722222222222225,11.263888888888888,24945.485097378758,91.91499632111459,,,1108808.6258347905,35,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,348336.5,287243.73,0.0,1600.0,0.0,7.0,7.0,49762.3571,44.0,449670.57,449670.57,648567.8976048597,36,348336.5,2023-08
57,334649.39,300886.49,0.0,0.0,0.0,8.0,8.0,41831.1738,62.0,527275.39,527275.39,790270.8456497113,36,334649.39,2023-09
58,,381048.64131591615,81692.79166666667,2806.599166666667,50.824999999999996,9.583333333333334,8.916666666666666,16051.296912606449,82.28991302272856,,,758094.7690099326,36,,
59,,386562.154954171,68334.77430555555,3040.4824305555558,6.5112499999999995,9.54861111111111,8.909722222222223,16350.121655062929,82.76306947176577,,,761301.4780754445,36,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,103137.49,162118.24,0.0,6198.18,0.0,4.0,4.0,25784.3725,18.0,-127828.0,0.0,-72344.47973218601,37,103137.49,2023-08
57,-57173.0,189235.25,0.0,0.0,0.0,4.0,4.0,-14293.25,33.0,-37902.0,-3759.0,-362550.5683048515,37,-57173.0,2023-09
58,,342942.2059761186,38912.950000000004,6668.646666666667,40.862500000000004,8.833333333333334,4.666666666666667,10321.522399434427,79.16674845982337,,,408792.5434798311,37,,
59,,350117.7149684262,38478.6125,1391.0338888888891,5.428541666666668,8.902777777777777,4.722222222222222,11579.704523031243,79.74001547242035,,,435189.95850381727,37,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,380303.05,312323.01,32640.12,3283.58,0.0,13.0,6.0,29254.0808,37.0,392548.0,435656.0,302202.23604547046,38,380303.05,2023-08
57,236518.21,392365.17,0.0,6207.43,0.0,15.0,7.0,15767.8807,54.0,389829.2,400980.2,382591.54485783016,38,236518.21,2023-09
58,,395000.1336571591,95422.05666666669,4212.986666666667,61.79916666666667,12.75,5.5,13144.586484391446,81.97206558835516,,,529492.734576287,38,,
59,,401997.96412822633,103373.89472222223,3959.215555555555,8.689930555555556,12.8125,5.541666666666667,13875.90783505253,82.53251215273204,,,541546.9179890798,38,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,718634.38,460531.76,57778.88,0.0,0.0,21.0,10.0,34220.6848,65.0,608506.99,690046.99,893537.8965556618,39,718634.38,2023-08
57,322657.35,464126.35,0.0,707.17,0.0,21.0,10.0,15364.6357,50.0,552969.59,584548.02,537708.6063423331,39,322657.35,2023-09
58,,516263.8354743498,303305.9808333333,11383.858333333335,111.86583333333334,21.5,8.083333333333334,17682.40060613717,88.69548029209588,,,805486.211230048,39,,
59,,521790.75296556466,313138.63923611114,12094.659861111113,14.379652777777778,21.458333333333332,8.090277777777777,18261.557018939027,89.17337746619715,,,811252.5618090816,39,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
39,246651.73,356224.12,0.0,7351.39,0.0,18.0,7.0,13702.8739,35.0,406796.0,410396.0,268441.2028251636,40,246651.73,2023-08
40,431011.53,393553.33,0.0,0.0,0.0,21.0,9.0,20524.3586,60.0,589234.37,589333.37,711726.2919685356,40,431011.53,2023-09
41,,366051.74736683955,101538.09999999999,4732.08,82.4825,17.916666666666668,7.166666666666667,16615.909729597854,77.56971014523434,,,708933.6053594204,40,,
42,,374581.6652642694,93425.47499999999,5126.419999999999,11.677708333333333,18.07638888888889,7.263888888888889,16962.408645221254,78.22183711827192,,,720690.0933865306,40,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,581473.23,543833.51,0.0,0.0,0.0,24.0,10.0,24228.0513,50.0,699439.1,720441.1,661249.3275072579,41,581473.23,2023-08
57,503508.48,544934.67,120051.93,0.0,0.0,25.0,9.0,20140.3392,52.0,291470.4,459727.0,569605.1367466615,41,503508.48,2023-09
58,,531027.9850230166,208467.71333333335,113133.98666666665,98.3125,22.166666666666668,9.083333333333334,18414.306109644545,89.71550924181659,,,738744.0928069232,41,,
59,,540742.192338998,225406.68944444446,114642.20555555554,14.261874999999998,22.430555555555557,9.17361111111111,19014.792945361758,90.42384384520352,,,751396.3279945964,41,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,747019.18,427822.95,119704.37,5497.75,0.0,19.0,8.0,39316.7989,49.0,956684.0,965444.0,664807.7892409222,42,747019.18,2023-08
57,193185.4,455256.47,0.0,5000.0,0.0,19.0,8.0,10167.6526,65.0,893020.37,918979.27,500279.22338916734,42,193185.4,2023-09
58,,495565.2272710395,112471.6125,6518.511666666666,101.90250000000002,19.75,8.083333333333334,18477.040867088035,87.67743517443334,,,811928.7981496837,42,,
59,,500765.3096420735,121844.24687500001,7061.720972222222,13.296041666666667,19.729166666666668,8.006944444444445,19160.37785693584,88.11476841341617,,,813889.2020705037,42,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,584536.47,346574.1,325460.0,1700.0,0.0,16.0,6.0,36533.5294,66.0,866120.7,866120.7,662282.188225448,43,584536.47,2023-08
57,624116.47,408254.6,0.0,0.0,0.0,19.0,7.0,32848.2353,88.0,814228.04,814728.04,910370.325564798,43,624116.47,2023-09
58,,481716.58791257115,156097.5,2107.5825,111.86583333333334,19.5,6.5,18288.83659475757,86.53101328042658,,,710338.2243683756,43,,
59,,484364.56810697116,142705.625,1921.5285416666668,14.379652777777778,19.291666666666668,6.375,18320.852510354343,86.82853820355541,,,702068.6021745562,43,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,704884.24,398528.26,0.0,0.0,0.0,19.0,7.0,37099.1705,61.0,801832.6,802832.6,702714.317561875,44,704884.24,2023-08
57,14236.8,435926.89,81658.8,0.0,0.0,18.0,7.0,790.9333,59.0,485281.67,555057.67,282291.1419851157,44,14236.8,2023-09
58,,458885.83745437686,119496.5025,372.3658333333332,97.04750000000001,17.666666666666668,6.333333333333333,19250.769542224403,85.3591227841227,,,698045.9970377606,44,,
59,,462588.1991396383,118975.94354166667,204.82215277777763,12.891458333333334,17.555555555555554,6.194444444444444,19697.422671246954,85.7044251827018,,,693893.243513849,44,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
51,776821.62,403788.52,0.0,0.0,0.0,16.0,6.0,48551.3512,80.0,939271.0,1012721.0,981275.6385210615,45,776821.62,2023-08
52,588577.64,428858.42,0.0,0.0,0.0,17.0,7.0,34622.2141,72.0,834095.2,880159.2,808485.1329055249,45,588577.64,2023-09
53,,388061.7380188636,90872.26666666666,3822.3833333333337,72.26666666666667,14.833333333333334,5.25,19857.2055308448,80.53724325096348,,,603098.1051980848,45,,
54,,395571.64116602193,94503.69305555553,3359.1569444444444,10.320555555555556,14.902777777777779,5.354166666666667,20203.025512222524,81.14124231680778,,,615426.256622847,45,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,689776.15,453583.39,126980.0,10083.17,0.0,22.0,8.0,31353.4614,57.0,772224.5,785881.5,653194.6831900738,46,689776.15,2023-08
57,686298.23,460407.64,0.0,0.0,0.0,24.0,10.0,28595.7596,85.0,1073459.6,1115265.6,1019702.4982268692,46,686298.23,2023-09
58,,508700.3438679404,117633.63333333335,12309.899166666668,107.51666666666667,20.666666666666668,8.416666666666666,20902.78482156962,88.42143098214284,,,859619.1427876973,46,,
59,,514582.61840163596,116648.8861111111,13335.724097222223,14.523055555555556,20.63888888888889,8.45138888888889,21246.182984749532,88.92496905268433,,,864555.4994810293,46,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,987536.84,321478.67,0.0,11000.0,0.0,8.0,8.0,123442.105,51.0,793833.7,793833.7,1581665.1318151625,47,987536.84,2023-08
57,1129689.69,338595.1,162625.76,0.0,0.0,9.0,9.0,125521.0767,81.0,748075.43,767262.43,1958394.0799849858,47,1129689.69,2023-09
58,,385725.3267127643,188555.06666666665,9634.506666666666,55.68,9.833333333333334,9.166666666666666,17703.312191951667,82.59339859909504,,,781621.5293642823,47,,
59,,390069.66900180705,183939.76888888888,10431.543055555554,6.915833333333333,9.73611111111111,9.097222222222223,18510.36135862971,82.99068365404064,,,784788.6157009348,47,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,797800.02,451016.95,154447.0,0.0,0.0,18.0,9.0,44322.2233,71.0,1025847.0,1050261.0,999329.9739091012,48,797800.02,2023-08
57,635389.54,471080.29,0.0,8907.04,0.0,18.0,9.0,35299.4189,74.0,1006277.1,1040806.0,918809.1094770713,48,635389.54,2023-09
58,,442752.6356353217,106473.50416666667,3435.7341666666666,72.26666666666667,15.333333333333334,8.0,18769.803068490986,85.05539969095635,,,776521.4677235084,48,,
59,,450038.8038840692,90226.46284722222,3353.0620138888894,10.320555555555556,15.444444444444445,8.0,19419.22072413191,85.61778352645314,,,785849.6435293761,48,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
52,645953.33,327099.27,0.0,0.0,0.0,18.0,8.0,35886.2961,69.0,871083.66,898360.66,828450.4393196343,49,645953.33,2023-08
53,19923.55,353175.66,0.0,0.0,0.0,19.0,9.0,1048.6079,75.0,804844.57,825533.07,558459.7037036503,49,19923.55,2023-09
54,,443254.3976157766,36675.925,4804.571666666667,96.83333333333333,17.25,8.25,15340.30299491357,84.33746784505553,,,768881.805111194,49,,
55,,450028.49318843294,39732.25208333333,4925.750972222223,104.90277777777777,17.354166666666668,8.1875,17083.021605318285,84.8562991790849,,,785337.0482860967,49,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,1174036.34,692154.46,25090.0,13549.63,0.0,22.0,10.0,53365.2882,95.0,1474591.67,1478271.67,1425512.680448452,50,1174036.34,2023-08
57,326865.09,727067.35,25090.0,0.0,0.0,23.0,11.0,14211.5257,102.0,863400.12,1004353.12,1139057.7850443004,50,326865.09,2023-09
58,,540542.2020522339,132484.16666666666,7027.925833333335,122.08083333333333,22.583333333333332,9.75,25001.45564121092,90.37936909531828,,,1014961.7423849979,50,,
59,,544401.2793711057,143524.5138888889,7181.461319444446,15.736736111111112,22.465277777777775,9.645833333333334,25406.708981078467,90.74258309892458,,,1011730.9608693764,50,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
18,-24425.0,58686.1,0.0,2672.44,-6946.88,2.0,1.0,-12212.5,0.0,-35053.0,0.0,-646668.6675990968,51,-24425.0,2020-06
19,-62838.0,10329.41,0.0,22678.12,-6814.28,2.0,1.0,-31419.0,0.0,-16000.0,0.0,-904499.3522654714,51,-62838.0,2020-07
20,,146764.38740966353,51051.11083333333,23385.61295,51513.10414166666,12.5,2.8333333333333335,6766.5528109700335,61.22640802682719,,,239820.51607250219,51,,
21,,144675.2099298568,48781.161736111106,21032.114420833335,47143.949670138885,11.875,2.736111111111111,7252.2538355855395,61.29910242855863,,,237189.21422514704,51,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
52,1069562.7,600932.81,0.0,0.0,0.0,20.0,7.0,53478.135,68.0,1181146.4,1203139.4,1018530.865423748,52,1069562.7,2023-08
53,885713.85,614403.21,135824.0,0.0,0.0,21.0,7.0,42176.85,62.0,1094252.3,1159102.3,830161.4848136425,52,885713.85,2023-09
54,,489188.0237802791,58830.333333333336,3338.9,112.37166666666667,21.666666666666668,7.333333333333333,21530.132396004516,86.32730109030233,,,817372.0338174598,52,,
55,,495022.52772042464,61123.02777777778,2839.4583333333335,14.927638888888888,21.63888888888889,7.361111111111111,21829.7389822445,86.82644886752279,,,823497.748682999,52,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
56,202673.6,281157.22,42126.0,0.0,0.0,15.0,6.0,13511.5733,19.0,193113.0,238061.0,-45612.272567022505,53,202673.6,2023-08
57,129243.16,296126.91,36508.0,0.0,0.0,17.0,8.0,7602.5388,47.0,449795.9,479098.4,269648.06483509217,53,129243.16,2023-09
58,,416684.38987015083,109366.75,3987.6908333333336,71.50833333333334,14.583333333333334,5.5,12370.857809255078,83.03858904495401,,,536593.1252758738,53,,
59,,423517.94567293784,79649.5625,3517.805902777778,9.499027777777778,14.631944444444445,5.541666666666667,13082.658685073011,83.59095588617483,,,549730.6977591839,53,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
54,658805.14,458920.11,313537.92,0.0,0.0,21.0,10.0,31371.6733,59.0,770324.33,820906.5,807835.5981030534,54,658805.14,2023-08
55,892231.26,540357.04,0.0,15000.0,0.0,21.0,10.0,42487.2029,86.0,1257656.9,1294104.9,1188882.193418253,54,892231.26,2023-09
56,,532681.1279249147,280466.63666666666,11812.9475,139.93333333333334,22.25,10.916666666666666,21551.04398181901,89.92753291701152,,,1036970.319050692,54,,
57,,536307.1970943264,303838.85638888885,12684.859791666668,128.63361111111112,22.104166666666668,10.826388888888888,21612.26333763786,90.2833680609478,,,1029198.6555526042,54,,
cal_date,operating_income,people_cost,site_cost,other_cost,headquarter_cost,operating_people,sales_people,average_performance,admission_student,performance,income,predicted_income,store,operating_income1,cal_date_month
